iata,time_zone_id,name,city_code,country_id,location,elevation,icao,city,state
JTN,America/Sao_Paulo,Antônio Ribeiro Nogueira Jr. State Airport,JTN,BR,POINT (-46.785556 -24.164722),10,SDIM,Itanhaém,
JTA,America/Fortaleza,Pedro Teixeira Castelo Airport,JTA,BR,POINT (-40.29597814583012 -5.93260025),1457,SDZG,Tauá,
GDR,America/Sao_Paulo,Angra dos Reis Airport,GDR,BR,POINT (-44.307222 -22.975278),22,SDAG,Angra dos Reis,
MXQ,America/Sao_Paulo,Lorenzo Airport,MXQ,BR,POINT (-38.91 -13.389444),22,SNCL,Cairu,
JHF,America/Sao_Paulo,São Paulo Catarina Executive Airport,JHF,BR,POINT (-47.165658 -23.426886),2562,SBJH,São Roque,Sao Paulo
JSB,America/Fortaleza,Walfrido Salmito de Almeida Airport,JSB,BR,POINT (-40.883333 -4.05),2874,SWBE,São Benedito,Ceará
VCC,America/Sao_Paulo,New Vacaria Airport,VCC,BR,POINT (-51.022778 -28.431944),2975,SNEE,Vacaria,
JCS,America/Fortaleza,Aeroporto De Crateus Airport,JCS,BR,POINT (-40.7045819389 -5.21230869969),1026,SNWS,Crateus,
JPO,America/Recife,Brigadeiro Firmino Ayres Airport,NVM,BR,POINT (-37.25184761766 -7.037496939556),850,SNTS,Patos,
JPE,America/Sao_Paulo,Nagib Demachki Airport,JPE,BR,POINT (-47.316389 -3.019722),443,SNEB,Paragominas,
JPY,America/Sao_Paulo,Paraty Airport,JPY,BR,POINT (-44.720278 -23.224444),10,SDTK,Paraty,
MEA,America/Sao_Paulo,Macae,MEA,BR,POINT (-41.76577364545359 -22.343171050000002),19,SBME,Macae,Rio de Janeiro
IUP,America/Manaus,Lorenzo Airport,IUP,BR,POINT (-59.8393706089647 -7.1726927603202),616,,Apui,
MEU,America/Santarem,Monte Dourado,MEU,BR,POINT (-52.60197779839184 -0.8896558000000001),649,SBMD,Almeirim,Para
EEA,America/Sao_Paulo,Aeroporto Regional do Planalto Serrano,EEA,BR,POINT (-50.34963377743513 -27.63194875),2880,SNCP,Correia Pinto,
ITP,America/Sao_Paulo,Itaperuna,ITP,BR,POINT (-41.87582988333334 -21.219961),331,SDUN,Itaperuna,Rio de Janeiro
LVB,America/Sao_Paulo,Dos Galpoes,LVB,BR,POINT (-55.61667 -30.833332),997,,Rivera,Rivera
CSW,America/Porto_Velho,Colorado do Oeste,CSW,BR,POINT (-61.168056 -13.019444),711,,,
BAU,America/Sao_Paulo,Bauru Airport,BRI,BR,POINT (-49.05328145802982 -22.3450535),2047,,Bauru,Sao Paulo
AQM,America/Porto_Velho,Ariquemes,AQM,BR,POINT (-63.066666 -9.933333),334,SJOG,Ariquemes,Rondonia
AUB,America/Cuiaba,Itauba Airport,AUB,BR,POINT (-55.581735 -11.878603),1223,,Itauba,Mato Grosso
SLZ,America/Fortaleza,Marechal Cunha Machado International Airport,SLZ,BR,POINT (-44.23940764493366 -2.58899115),111,SBSL,Sao Luis,Maranhao
BAT,America/Sao_Paulo,Airport Chafei Amsei,BAT,BR,POINT (-48.55 -20.55),1732,SNBA,Barretos,Sao Paulo
AAG,America/Sao_Paulo,Arapoti,AAG,BR,POINT (-49.78949435424242 -24.1037812),2608,SSYA,Jaguariaiva,Parana
BGV,America/Sao_Paulo,Bento Goncalves,BGV,BR,POINT (-51.516666 -29.166668),2050,SSBG,Bento Goncalves,Rio Grande do Sul
ALT,America/Santarem,Alenquer,ALT,BR,POINT (-54.766666 -1.933333),3,SDWQ,Alenquer,Para
BQQ,America/Bahia,Barra,BQQ,BR,POINT (-43.13333 -11.083333),1309,SNBX,Barra,Bahia
BVB,America/Boa_Vista,Boa Vista Airport,BVB,BR,POINT (-60.666668 2.833333),242,SBBV,Boa Vista,Roraima
CAC,America/Sao_Paulo,Cascavel Airport,CAC,BR,POINT (-53.466667 -24.95),2417,SBCA,Cascavel,Parana
CAF,America/Manaus,Carauari,CAF,BR,POINT (-66.89752105783637 -4.87146245),265,SWCA,Carauari,Amazonas
CAU,America/Recife,Caruaru,CAU,BR,POINT (-35.916668 -8.25),1932,SNRU,Caruaru,Pernambuco
CAW,America/Sao_Paulo,Bartolomeu Lisandro Airport,CAW,BR,POINT (-41.3 -21.75),32,SBCP,Campos,Rio de Janeiro
CCI,America/Sao_Paulo,Concordia,CCI,BR,POINT (-52.050556 -27.181389),2398,SSCK,Concordia,Santa Catarina
CCM,America/Sao_Paulo,Criciuma,CCM,BR,POINT (-49.36667 -28.7),203,SBCM,Criciuma,Santa Catarina
CCQ,America/Bahia,Cachoeira,CCQ,BR,POINT (-38.966667 -12.6),127,,Cachoeira,Bahia
BPS,America/Bahia,Porto Seguro Airport,BPS,BR,POINT (-39.08336724314525 -16.4389835),134,SBPS,Porto Seguro,Bahia
MCZ,America/Maceio,Maceio-Zumbi dos Palmares International Airport,MCZ,BR,POINT (-35.800446 -9.512521),321,SBMO,Satuba,Alagoas
BRA,America/Bahia,Barreiras Airport,BRA,BR,POINT (-45.009705353357425 -12.0794806),2440,SNBR,Barreiras,Bahia
BRB,America/Fortaleza,Barreirinhas,BRB,BR,POINT (-42.80350775032719 -2.7574806),55,SSRS,Barreirinha,Amazonas
BSB,America/Sao_Paulo,Brasilia International Airport,BSB,BR,POINT (-47.91172169662855 -15.87174755),3471,SBBR,Brasilia,Federal District
PLL,America/Manaus,Ponta Pelada,PLL,BR,POINT (-59.98561283693144 -3.1450556),246,SBMN,Manaus,Amazonas
POA,America/Sao_Paulo,Salgado Filho International Airport,POA,BR,POINT (-51.16747969953305 -29.995268449999998),22,SBPA,Porto Alegre,Rio Grande do Sul
PPY,America/Sao_Paulo,Pouso Alegre,PPY,BR,POINT (-45.919592421375825 -22.2890865),2900,SNZA,Pouso Alegre,Minas Gerais
PVH,America/Porto_Velho,Porto Velho International Airport,PVH,BR,POINT (-63.900493918125576 -8.70990265),328,SBPV,Porto Velho,Rondonia
MNX,America/Manaus,Manicore,MNX,BR,POINT (-61.27874196726444 -5.81173955),98,SBMY,Manicore,Amazonas
AAI,America/Araguaina,Arraias,AAI,BR,POINT (-46.933334 -12.916667),2490,SWRA,Campos Belos,Goias
AAX,America/Sao_Paulo,Araxa Airport,AAX,BR,POINT (-46.96040575380038 -19.563132000000003),3267,SBAX,Araxa,Minas Gerais
CGB,America/Cuiaba,Marechal Rondon International Airport,CGB,BR,POINT (-56.120266 -15.651725),629,SBCY,Varzea Grande,Mato Grosso
MOC,America/Sao_Paulo,Montes Claros Airport,MOC,BR,POINT (-43.82008294490494 -16.70518095),2139,SBMK,Montes Claros,Minas Gerais
CGH,America/Sao_Paulo,Sao Paulo/Congonhas Airport,SAO,BR,POINT (-46.659557 -23.626902),2627,SBSP,Diadema,Sao Paulo
CGR,America/Campo_Grande,Campo Grande International Airport,CGR,BR,POINT (-54.68224625125994 -20.471576849999998),1788,SBCG,Campo Grande,Mato Grosso do Sul
CBW,America/Sao_Paulo,Campo Mourao,CBW,BR,POINT (-52.35696610253834 -24.009449),1784,SSKM,Campo Mourao,Parana
AIF,America/Sao_Paulo,Assis,AIF,BR,POINT (-50.416668 -22.666668),1804,SNAX,Assis,Sao Paulo
ALQ,America/Sao_Paulo,Federal,ALQ,BR,POINT (-55.763332 -29.799723),334,SSLT,Alegrete,Rio Grande do Sul
AMJ,America/Sao_Paulo,Almenara,AMJ,BR,POINT (-40.683334 -16.183332),593,SNAR,Almenara,Minas Gerais
CIZ,America/Manaus,Coari,CIZ,BR,POINT (-63.13333 -4.083333),95,SWKO,Coari,Amazonas
MTE,America/Santarem,Monte Alegre,MTE,BR,POINT (-54.066666 -1.983333),183,SNMA,Monte Alegre,Para
MTG,America/Cuiaba,Mato Grosso,MTG,BR,POINT (-55 -14),1423,SWVB,Diamantino,Mato Grosso
APQ,America/Maceio,Arapiraca,APQ,BR,POINT (-36.62984998547607 -9.7765662),839,SNAL,Arapiraca,Alagoas
APS,America/Sao_Paulo,Anapolis,APS,BR,POINT (-48.966667 -16.333332),3280,SWNS,Anapolis,Goias
APX,America/Sao_Paulo,Arapongas,APX,BR,POINT (-51.466667 -23.483334),2309,SSOG,Apucarana,Parana
APY,America/Fortaleza,Alto Parnaiba,APY,BR,POINT (-45.933334 -9.133333),941,SNAI,Morros,Maranhao
AQA,America/Sao_Paulo,Araraquara,AQA,BR,POINT (-48.13333 -21.816668),2322,SBAQ,Araraquara,Sao Paulo
CKO,America/Sao_Paulo,Cornelio Procopio,CKO,BR,POINT (-50.666668 -23.116667),1653,SSCP,Bandeirantes,Parana
CLN,America/Fortaleza,Carolina,CLN,BR,POINT (-47.45 -7.333333),587,SBCI,Carolina,Maranhao
CLV,America/Sao_Paulo,Caldas Novas,CLV,BR,POINT (-48.6081742294032 -17.7247899),2276,SBCN,Caldas Novas,Goias
CMC,America/Fortaleza,Camocim,CMC,BR,POINT (-40.85836649182566 -2.89492665),13,SNWC,Camocim,Ceara
ATM,America/Santarem,Altamira Airport,ATM,BR,POINT (-52.216667 -3.2),321,SBHT,Altamira,Para
CPV,America/Fortaleza,Joao Suassuna Airport,CPV,BR,POINT (-35.89609699581786 -7.27016065),1561,SBKG,Campina Grande,Paraiba
MVF,America/Fortaleza,Dixsept Rosado,MVF,BR,POINT (-37.25 -5.166667),78,SBMS,Mossoro,Rio Grande do Norte
CTP,America/Fortaleza,Carutapera,CTP,BR,POINT (-46.0172234 -1.250278),95,SNCP,Carutapera,Maranhao
AUX,America/Araguaina,Araguaina Airport,AUX,BR,POINT (-48.2 -7.2),810,SWGN,Araguaina,Tocantins
CMP,America/Belem,Campo Alegre,CMP,BR,POINT (-36.35 -9.8),587,SNKE,Campo Alegre,Alagoas
CMT,America/Belem,Cameta,CMT,BR,POINT (-49.5 -2.2),32,,Cameta,Para
CNV,America/Bahia,Canavieiras,CNV,BR,POINT (-38.9558886 -15.6649926),32,SNED,Canavieiras,Bahia
BAZ,America/Manaus,Barbelos,BAZ,BR,POINT (-62.933613 -0.966944),137,SWBC,Barcelos,Amazonas
CPQ,America/Sao_Paulo,International,CPQ,BR,POINT (-47.111595 -22.856462),1919,,Campinas,Sao Paulo
BCR,America/Manaus,Boca Do Acre,BCR,BR,POINT (-67.38333 -8.75),377,SWNK,Boca do Acre,Amazonas
BDC,America/Fortaleza,Barra Do Corda,BDC,BR,POINT (-45.266666 -5.466667),551,SNBC,Barra do Corda,Maranhao
CPU,America/Fortaleza,Cururupu,CPU,BR,POINT (-44.866944 -1.821111),78,SNCU,Cururupu,Maranhao
CRQ,America/Bahia,Caravelas,CRQ,BR,POINT (-39.25 -17.75),0,SSCV,Nova Vicosa,Bahia
TGQ,America/Cuiaba,Tangara da Serra,TGQ,BR,POINT (-57.44358442390656 -14.66279795),1460,SWTS,Nova Olimpia,Mato Grosso
THE,America/Fortaleza,Teresina Airport,THE,BR,POINT (-42.823510202633514 -5.0598744),219,SBTE,Teresina,Piaui
MCP,America/Belem,Macapa International Airport,MCP,BR,POINT (-51.07059996039651 0.0505785),42,SBMQ,Macapa,Amapa
CSS,America/Campo_Grande,Cassilandia,CSS,BR,POINT (-51.983334 -18.983334),1669,SSCL,Cassilandia,Mato Grosso do Sul
AJU,America/Maceio,Aracaju Airport,AJU,BR,POINT (-37.07602527743482 -10.98281225),42,SBAR,Aracaju,Sergipe
CTQ,America/Sao_Paulo,Do Palmar,CTQ,BR,POINT (-50.1 -18.85),1476,SSVP,Santa Vitoria,Minas Gerais
BJP,America/Sao_Paulo,Braganca Paulista,BJP,BR,POINT (-46.53679706594859 -22.979598199999998),2933,SBBP,Braganca Paulista,Sao Paulo
NAT,America/Fortaleza,Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport,NAT,BR,POINT (-35.250244 -5.916787),190,SBSG,Parnamirim,Rio Grande do Norte
NBV,America/Sao_Paulo,Cana Brava,NBV,BR,POINT (-45.86667 -17.383333),1722,,Joao Pinheiro,Minas Gerais
BMS,America/Bahia,Brumado,BMS,BR,POINT (-41.63333 -14.233333),1361,SSXH,Brumado,Bahia
BNU,America/Sao_Paulo,Blumenau,BNU,BR,POINT (-49 -27),1289,SSBL,Gaspar,Santa Catarina
REZ,America/Sao_Paulo,Resende,REZ,BR,POINT (-44.47716871796958 -22.47720015),1315,SDRS,Resende,Rio de Janeiro
ARS,America/Sao_Paulo,Aragarcas,ARS,BR,POINT (-52.2411003 -15.8993998),1033,SJVO,Aragarcas,Goias
ARU,America/Sao_Paulo,Aracatuba Airport,ARU,BR,POINT (-50.425139094792286 -21.140815),1341,SBAU,Aracatuba,Sao Paulo
SJP,America/Sao_Paulo,Sao Jose do Rio Preto Airport,SJP,BR,POINT (-49.408467700474546 -20.81731545),1755,SBSR,Sao Jose do Rio Preto,Sao Paulo
AXE,America/Sao_Paulo,Xanxere,AXE,BR,POINT (-52.37339732495896 -26.8749455),2929,SSXX,Xanxere,Santa Catarina
BSS,America/Fortaleza,Balsas,BSS,BR,POINT (-46.05 -7.516667),885,SNBS,Balsas,Maranhao
NVM,America/Cuiaba,Brigadeiro Eduardo Gomes Airport,NVM,BR,POINT (-56.0349239329 -13.81380253609),1404,,Nova Mutum,Mato Grosso
NTM,America/Araguaina,Miracema Do Norte,NTM,BR,POINT (-48.5 -9.183333),849,,,
BEL,America/Belem,Val De Cans International Airport,BEL,BR,POINT (-48.47964610194296 -1.3798578),19,SBBE,Belem,Para
BFH,America/Sao_Paulo,Bacacheri,BFH,BR,POINT (-49.231650952179585 -25.4048327),2998,SBBI,Curitiba,Parana
BVM,America/Bahia,Belmonte,BVM,BR,POINT (-38.916668 -15.833333),45,SNBL,Belmonte,Bahia
BVS,America/Belem,Breves,BVS,BR,POINT (-50.44221729198899 -1.6351127),68,SNVS,Breves,Para
BGX,America/Sao_Paulo,Airport Cmdt. Gustavo Kraemer,BGX,BR,POINT (-54.112838163262815 -31.390997249999998),580,SBBG,Bage,Rio Grande do Sul
BYO,America/Campo_Grande,Bonito Airport,BYO,BR,POINT (-56.45190863172819 -21.24942965),1122,SBDB,Bonito,Mato Grosso do Sul
OUS,America/Sao_Paulo,Ourinhos,OUS,BR,POINT (-49.91315384754624 -22.966458),1528,SDOU,Ourinhos,Sao Paulo
BPG,America/Cuiaba,Barra Do Garcas,BPG,BR,POINT (-52.39006674230171 -15.8606725),1141,SBBW,Barra do Garcas,Mato Grosso
NNU,America/Sao_Paulo,Nanuque,NNU,BR,POINT (-40.3296120536359 -17.8234475),633,SNNU,Nanuque,Minas Gerais
NOK,America/Cuiaba,Nova Xavantina,NOK,BR,POINT (-52.348088000279134 -14.698767),997,SWXV,Araguaiana,Mato Grosso
NVP,America/Manaus,Novo Aripuana,NVP,BR,POINT (-60.36429342007336 -5.117820549999999),121,SWNA,Novo Aripuana,Amazonas
NVT,America/Sao_Paulo,Navegantes Airport,NVT,BR,POINT (-48.649354164934465 -26.87842885),19,SBNF,Navegantes,Santa Catarina
BZC,America/Sao_Paulo,Buzios,BZC,BR,POINT (-41.9628374856585 -22.77063),19,SSBZ,Armacao de Buzios,Rio de Janeiro
OLC,America/Manaus,Sen. Eunice Micheles,OLC,BR,POINT (-68.95853 -3.470869),255,SDCG,Sao Paulo de Olivenca,Amazonas
CDI,America/Sao_Paulo,Cachoeiro Itapemirim,CDI,BR,POINT (-41.185587839495895 -20.834752),219,SNKI,Cachoeiro de Itapemirim,Espirito Santo
CFB,America/Sao_Paulo,Cabo Frio International Airport,CFB,BR,POINT (-42.076586063102596 -22.923360950000003),26,SBCB,Cabo Frio,Rio de Janeiro
CFC,America/Sao_Paulo,Cacador,CFC,BR,POINT (-50.940058269051605 -26.788347950000002),3339,SBCD,Cacador,Santa Catarina
OTT,America/Cuiaba,Andre Maggi,OTT,BR,POINT (-58.581287 -9.902215),921,,Aripuana,Mato Grosso
PAV,America/Bahia,Paulo Afonso Airport,PAV,BR,POINT (-38.25002608988869 -9.4005831),856,SBUF,Paulo Afonso,Bahia
PCS,America/Fortaleza,Picos,PCS,BR,POINT (-41.466667 -7.083333),656,SNPC,Picos,Piaui
PET,America/Sao_Paulo,Federal Airport,PET,BR,POINT (-52.324444 -31.718056),49,SBPK,Pelotas,Rio Grande do Sul
PDR,America/Fortaleza,Presidente Dutra,PDR,BR,POINT (-44.4858434 -5.3075836),318,,Presidente Dutra,Maranhao
PGZ,America/Sao_Paulo,Comte Antonio Amilton Beraldo Airport,PGZ,BR,POINT (-50.15 -25.083332),2969,SBPG,Ponta Grossa,Parana
PHB,America/Fortaleza,Santos Dumont,PHB,BR,POINT (-41.738335 -2.891667),19,SBPB,Parnaiba,Piaui
PHI,America/Fortaleza,Pinheiro,PHI,BR,POINT (-45.083332 -2.516667),22,SNYE,Pinheiro,Maranhao
PFB,America/Sao_Paulo,Passo Fundo Airport,PFB,BR,POINT (-52.32669864043906 -28.2435244),2362,SBPF,Passo Fundo,Rio Grande do Sul
CNF,America/Sao_Paulo,Tancredo Neves International Airport,BHZ,BR,POINT (-43.96836942393943 -19.63339785),2713,SBCF,Lagoa Santa,Minas Gerais
PIN,America/Manaus,Parintins,PIN,BR,POINT (-56.77727067382461 -2.6731800000000003),36,SWPI,Parintins,Amazonas
PLU,America/Sao_Paulo,Belo Horizonte Airport,BHZ,BR,POINT (-43.75 -19.75),2545,SBBH,Santa Luzia,Minas Gerais
PMG,America/Campo_Grande,International,PMG,BR,POINT (-55.7 -22.55),2119,SBPP,Ponta Pora,Mato Grosso do Sul
PNG,America/Sao_Paulo,Paranagua,PNG,BR,POINT (-48.53062440956646 -25.53969285),32,SSPG,Paranagua,Parana
PNZ,America/Recife,Petrolina International Airport,PNZ,BR,POINT (-40.490555 -9.393333),1223,SBPL,Petrolina,Pernambuco
CSU,America/Sao_Paulo,Santa Cruz Do Sul,CSU,BR,POINT (-52.41103406734325 -29.68380235),626,SSSC,Santa Cruz do Sul,Rio Grande do Sul
POJ,America/Sao_Paulo,Patos De Minas,QPT,BR,POINT (-46.4919252194623 -18.67291465),2746,SNPD,Patos de Minas,Minas Gerais
POO,America/Sao_Paulo,Pocos De Caldas,POO,BR,POINT (-46.566647194940074 -21.842504849999997),4110,SBPC,Pocos de Caldas,Minas Gerais
CXJ,America/Sao_Paulo,Hugo Cantergiani Regional Airport,CXJ,BR,POINT (-51.1861647969846 -29.19705975),2424,SBCX,Caxias do Sul,Rio Grande do Sul
CWB,America/Sao_Paulo,Afonso Pena International Airport,CWB,BR,POINT (-49.176544 -25.5322),2956,SBCT,Sao Jose dos Pinhais,Parana
QDV,America/Sao_Paulo,Comte. Rolim Adolfo Amaro State Airport,JDE,BR,POINT (-46.943611 -23.181667),2444,SBJD,Jundiaí,
CZB,America/Sao_Paulo,Carlos Ruhl,CZB,BR,POINT (-53.558334 -28.641666),1312,SSAK,Cruz Alta,Rio Grande do Sul
CZS,America/Rio_Branco,Campo Internacional Airport,CZS,BR,POINT (-72.78333 -7.583333),646,SBCZ,Cruzeiro do Sul,Acre
DIQ,America/Sao_Paulo,Divinopolis,DIQ,BR,POINT (-44.870044517354316 -20.18147045),2562,SNDV,Divinopolis,Minas Gerais
SDU,America/Sao_Paulo,Santos Dumont Airport,RIO,BR,POINT (-43.16418613781168 -22.91044395),49,SBRJ,Rio de Janeiro,Rio de Janeiro
PTQ,America/Belem,Porto de Moz,PTQ,BR,POINT (-52.237087731100814 -1.74273455),26,SNMZ,Porto de Moz,Para
DNO,America/Araguaina,Dianopolis,DNO,BR,POINT (-46.8466988 -11.5953999),2365,SWDN,Taguatinga,Tocantins
DOU,America/Campo_Grande,Dourados Airport,DOU,BR,POINT (-54.92640220192091 -22.20140635),1423,SBDO,Dourados,Mato Grosso do Sul
DTI,America/Sao_Paulo,Diamantina,DTI,BR,POINT (-43.65036719883837 -18.23369525),4527,SNDT,Diamantina,Minas Gerais
REC,America/Recife,Guararapes-Gilberto Freyre International Airport,REC,BR,POINT (-34.92271835508188 -8.1256775),62,SBRF,Recife,Pernambuco
RIA,America/Sao_Paulo,Santa Maria Airport,RIA,BR,POINT (-53.6875 -29.710556),285,SBSM,Santa Maria,Rio Grande do Sul
RRN,America/Belem,Serra Norte,RRN,BR,POINT (-59 -11),1092,,Vilhena,Rondonia
RSG,America/Belem,Serra Pelada,RSG,BR,POINT (-49.65 -5.95),944,,Maraba,Para
RRJ,America/Sao_Paulo,Jacarepaguá Airport,RRJ,BR,POINT (-43.371449464398225 -22.98641695),45,SBJR,Rio de Janeiro,
RVD,America/Sao_Paulo,Rio Verde Airport,RVD,BR,POINT (-50.933334 -17.716667),2627,SWLC,Santa Helena de Goias,Goias
SEI,America/Bahia,Senhor Do Bonfim,SEI,BR,POINT (-40.183334 -10.45),1883,,Senhor do Bonfim,Bahia
ERM,America/Sao_Paulo,Comandante Kraemer,ERM,BR,POINT (-52.275555 -27.641666),2486,SSER,Erechim,Rio Grande do Sul
ERN,America/Eirunepe,Eirunepe,ERN,BR,POINT (-69.88333 -6.583333),416,SWEI,Eirunepe,Amazonas
ESI,America/Sao_Paulo,Espinosa,ESI,BR,POINT (-44 -15),1453,SBEP,Itacarambi,Minas Gerais
FRC,America/Sao_Paulo,Franca,FRC,BR,POINT (-47.4375 -20.551945),3303,SIMK,Franca,Sao Paulo
SNZ,America/Fortaleza,Santa Cruz,SNZ,BR,POINT (-36.016666 -6.216667),813,SBSC,Santa Cruz,Rio Grande do Norte
SOD,America/Sao_Paulo,Sorocaba,SOD,BR,POINT (-47.49014641930361 -23.4777055),2070,SDCO,Sorocaba,Sao Paulo
FBE,America/Sao_Paulo,Francisco Beltrao,FBE,BR,POINT (-53.062941314576875 -26.05892195),2106,SSFB,Francisco Beltrao,Parana
FEC,America/Bahia,Feira De Santana,FEC,BR,POINT (-38.90841809405157 -12.2001342),761,SDIY,Feira de Santana,Bahia
SQM,America/Sao_Paulo,São Miguel de Aragao,SQM,BR,POINT (-50.216667 -13.316667),1171,SWUA,Sao Miguel do Araguaia,Goias
FEJ,America/Rio_Branco,Feijo,FEJ,BR,POINT (-70.3402582680074 -8.1398638),498,SNOU,Feijo,Acre
FEN,America/Noronha,Fernando De Noronha Airport,FEN,BR,POINT (-32.4227495764598 -3.8546858),150,SBFN,Fernando de Noronha (Distrito Estadual),Pernambuco
SSO,America/Sao_Paulo,Sao Lourenco,SSO,BR,POINT (-45.05 -22.116667),2903,SNLO,Sao Lourenco,Minas Gerais
